country,year,SP,data type,Region,lat,long,displayName,layerName,layerTitle,value,study id,substudy number,site,study start year,study end year,mutation,tested,present,Mixed present,authors,publication year,publication Url,title,notes,pubMedId,marker group,percentage,Mixed percentage,included or excluded,PR,Prev_DR,SP_use
Nigeria,2003,0.003111734,DHS,West Africa,7.4,3.92,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.3283747434616089,553,1,Ibadan,2003,2003,dhfr 108N,38,38,38,"Oguike MC, Falade CO, Shu E, Enato IG, Watila I, Baba ES, Bruce J, Webster J, Hamade P, Meek S, Chandramohan D, Sutherland CJ, Warhurst D, Roper C",2016,http://www.ncbi.nlm.nih.gov/pubmed/?term=27821281,Molecular determinants of sulfadoxine-pyrimethamine resistance in Plasmodium falciparum in Nigeria and the regional emergence of dhps 431V.,"Pregnant women, mixed excluded",27821281,dhfr 108N,100,100,E,32.83747434616089,100,0.3111734
Nigeria,2008,0.050817916,DHS,West Africa,7.4,3.92,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.3460164964199066,553,2,Ibadan,2007,2008,dhfr 108N,190,189,189,"Oguike MC, Falade CO, Shu E, Enato IG, Watila I, Baba ES, Bruce J, Webster J, Hamade P, Meek S, Chandramohan D, Sutherland CJ, Warhurst D, Roper C",2016,http://www.ncbi.nlm.nih.gov/pubmed/?term=27821281,Molecular determinants of sulfadoxine-pyrimethamine resistance in Plasmodium falciparum in Nigeria and the regional emergence of dhps 431V.,"mixed excluded for haplotypes, children",27821281,dhfr 108N,100,100,E,34.60164964199066,99.47368421052632,5.0817916
Nigeria,2010,0.093141954,DHS,West Africa,6.47,7.53,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.1878620833158493,553,4,Enugu,2010,2010,dhfr 108N,49,47,47,"Oguike MC, Falade CO, Shu E, Enato IG, Watila I, Baba ES, Bruce J, Webster J, Hamade P, Meek S, Chandramohan D, Sutherland CJ, Warhurst D, Roper C",2016,http://www.ncbi.nlm.nih.gov/pubmed/?term=27821281,Molecular determinants of sulfadoxine-pyrimethamine resistance in Plasmodium falciparum in Nigeria and the regional emergence of dhps 431V.,pregnant women,27821281,dhfr 108N,96,96,NA,18.78620833158493,95.91836734693877,9.3141954
Nigeria,2015,0.03905756299999999,DHS,West Africa,6.32,5.61,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.22898432612419128,553,4,Benin City,2014,2015,dhfr 108N,79,79,79,"Oguike MC, Falade CO, Shu E, Enato IG, Watila I, Baba ES, Bruce J, Webster J, Hamade P, Meek S, Chandramohan D, Sutherland CJ, Warhurst D, Roper C",2016,http://www.ncbi.nlm.nih.gov/pubmed/?term=27821281,Molecular determinants of sulfadoxine-pyrimethamine resistance in Plasmodium falciparum in Nigeria and the regional emergence of dhps 431V.,NA,27821281,dhfr 108N,100,100,NA,22.89843261241913,100,3.9057563
Pakistan,2017,0.009305143,DHS,Asia,28.64,69.19,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.008256116881966591,717,2,"Sui, Quetta, Deramurad Jamali, Zhob",2016,2017,dhfr 108N,52,52,52,"Yaqoob A, Khattak AA, Nadeem MF, Fatima H, Mbambo G, Ouattara A, Adams M, Zeeshan N, Takala-Harrison S.",2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=30558587,Prevalence of molecular markers of sulfadoxine-pyrimethamine and artemisinin resistance in Plasmodium falciparum from Pakistan.,NA,30558587,dhfr 108N,100,100,NA,0.8256116881966591,100,0.9305143
Pakistan,2017,0.009305143,DHS,Asia,32.72,70.37,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.001622091280296445,717,1,"Bannu, Hangu, Peshawar, Thall",2016,2017,dhfr 108N,90,90,90,"Yaqoob A, Khattak AA, Nadeem MF, Fatima H, Mbambo G, Ouattara A, Adams M, Zeeshan N, Takala-Harrison S.",2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=30558587,Prevalence of molecular markers of sulfadoxine-pyrimethamine and artemisinin resistance in Plasmodium falciparum from Pakistan.,NA,30558587,dhfr 108N,100,100,NA,0.1622091280296445,100,0.9305143
Pakistan,2017,0.009305143,DHS,Asia,33.57,73.01,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.00009071575186681002,717,2,Punjab,2016,2017,dhfr 108N,88,88,88,"Yaqoob A, Khattak AA, Nadeem MF, Fatima H, Mbambo G, Ouattara A, Adams M, Zeeshan N, Takala-Harrison S.",2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=30558587,Prevalence of molecular markers of sulfadoxine-pyrimethamine and artemisinin resistance in Plasmodium falciparum from Pakistan.,NA,30558587,dhfr 108N,100,100,NA,0.009071575186681,100,0.9305143
Pakistan,2017,0.009305143,DHS,Asia,34.08,71.18,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.00008675066783325747,717,1,Khyber Agency,2016,2017,dhfr 108N,57,57,57,"Yaqoob A, Khattak AA, Nadeem MF, Fatima H, Mbambo G, Ouattara A, Adams M, Zeeshan N, Takala-Harrison S.",2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=30558587,Prevalence of molecular markers of sulfadoxine-pyrimethamine and artemisinin resistance in Plasmodium falciparum from Pakistan.,NA,30558587,dhfr 108N,100,100,NA,0.00867506678332574,100,0.9305143
Pakistan,2017,0.009305143,DHS,Asia,24.86,67.01,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.002430441789329052,717,3,Karachi,2016,2017,dhfr 108N,10,10,10,"Yaqoob A, Khattak AA, Nadeem MF, Fatima H, Mbambo G, Ouattara A, Adams M, Zeeshan N, Takala-Harrison S.",2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=30558587,Prevalence of molecular markers of sulfadoxine-pyrimethamine and artemisinin resistance in Plasmodium falciparum from Pakistan.,NA,30558587,dhfr 108N,100,100,NA,0.2430441789329052,100,0.9305143
Senegal,2008,0.004272229,DHS,West Africa,14.79,-16.92,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.03289664909243584,533,2,Thies,2008,2008,dhfr 108N,93,86,86,"Ndiaye D, Dieye B, Ndiaye YD, Van Tyne D, Daniels R, Bei AK, Mbaye A, Valim C, Lukens A, Mboup S, Ndir O, Wirth DF, Volkman S",2013,http://www.ncbi.nlm.nih.gov/pubmed/?term=24533303,"Polymorphism in dhfr/dhps genes, parasite density and ex vivo response to pyrimethamine in Plasmodium falciparum malaria parasites in Thies, Senegal.",NA,24533303,dhfr 108N,94,94,NA,3.2896649092435837,92.47311827956987,0.4272229
Senegal,2014,0,DHS,West Africa,14.76,-17.37,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.02808528020977974,515,1,Dakar,2013,2014,dhfr 108N,99,87,87,"Boussaroque A, Fall B, Madamet M, Wade KA, Fall M, Nakoulima A, Fall KB, Dionne P, Benoit N, Diatta B, Diemé Y, Wade B, Pradines B",2016,http://www.ncbi.nlm.nih.gov/pubmed/?term=27387549,"Prevalence of anti-malarial resistance genes in Dakar, Senegal from 2013 to 2014.",NA,27387549,dhfr 108N,88,88,NA,2.808528020977974,87.87878787878788,0
Senegal,2014,0,DHS,West Africa,14.75,-17.4,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.03427685424685478,570,1,Pikine,2014,2014,dhfr 108N,51,50,51,"Mbaye A, Gaye A, Dieye B, Ndiaye YD, Bei AK, Affara M, Deme AB, Yade MS, Diongue K, Ndiaye IM, Ndiaye T, Sy M, Sy N, Koita O, Krogstad DJ, Volkman S, Nwakanma D, Ndiaye D",2017,http://www.ncbi.nlm.nih.gov/pubmed/?term=28615016,"Ex vivo susceptibility and genotyping of Plasmodium falciparum isolates from Pikine, Senegal.",NA,28615016,dhfr 108N,98,100,NA,3.427685424685478,98.0392156862745,0
Sierra Leone,2016,0.005007099,DHS,West Africa,8.87,-12.04,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.47318360209465027,632,3,Makeni,2016,2016,dhfr 108N,114,114,114,"Smith SJ, Kamara ARY, Sahr F, Samai M, Swaray AS, Menard D, Warsame M.",2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29932931,"Efficacy of artemisinin-based combination therapies and prevalence of molecular markers associated with artemisinin, piperaquine and sulfadoxine-pyrimethamine resistance in Sierra Leone.",NA,29932931,dhfr 108N,100,100,NA,47.31836020946503,100,0.5007099
Sierra Leone,2016,0.005007099,DHS,West Africa,7.96,-11.74,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.2999027371406555,632,1,Bo,2016,2016,dhfr 108N,117,117,117,"Smith SJ, Kamara ARY, Sahr F, Samai M, Swaray AS, Menard D, Warsame M.",2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29932931,"Efficacy of artemisinin-based combination therapies and prevalence of molecular markers associated with artemisinin, piperaquine and sulfadoxine-pyrimethamine resistance in Sierra Leone.",NA,29932931,dhfr 108N,100,100,NA,29.99027371406555,100,0.5007099
Sierra Leone,2016,0.005007099,DHS,West Africa,7.86,-11.2,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.3078000843524933,632,2,Kenema,2016,2016,dhfr 108N,64,64,64,"Smith SJ, Kamara ARY, Sahr F, Samai M, Swaray AS, Menard D, Warsame M.",2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29932931,"Efficacy of artemisinin-based combination therapies and prevalence of molecular markers associated with artemisinin, piperaquine and sulfadoxine-pyrimethamine resistance in Sierra Leone.",NA,29932931,dhfr 108N,100,100,NA,30.78000843524933,100,0.5007099
Tanzania,2004,0.229231562,DHS,East Africa,-6.8,39.28,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.09699380397796631,528,1,NA,2004,2004,dhfr 108N,415,342,342,"Pearce RJ, Ord R, Kaur H, Lupala C, Schellenberg J, Shirima K, Manzi F, Alonso P, Tanner M, Mshinda H, Roper C, Schellenberg D",2013,http://www.ncbi.nlm.nih.gov/pubmed/?term=23225897,A community-randomized evaluation of the effect of intermittent preventive treatment in infants on antimalarial drug resistance in southern Tanzania.,NA,23225897,dhfr 108N,82,82,NA,9.69938039779663,82.40963855421687,22.9231562
Tanzania,2004,0.229231562,DHS,East Africa,-6.78,38.97,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.2375902533531189,481,1,"Mlandizi, Kibaha",2003,2004,dhfr 108N,50,35,43,"Ndiaye YD, Diédhiou CK, Bei AK, Dieye B, Mbaye A, Mze NP, Daniels RF, Ndiaye IM, Déme AB, Gaye A, Sy M, Ndiaye T, Badiane AS, Ndiaye M, Premji Z, Wirth DF, Mboup S, Krogstad D, Volkman SK, Ahouidi AD, Ndiaye D",2017,http://www.ncbi.nlm.nih.gov/pubmed/?term=28420422,High resolution melting: a useful field-deployable method to measure dhfr and dhps drug resistance in both highly and lowly endemic Plasmodium populations.,NA,28420422,dhfr 108N,70,86,NA,23.75902533531189,70,22.9231562
Tanzania,2007,0.045504944,DHS,East Africa,-6.8,39.28,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.09232383221387863,528,2,NA,2007,2007,dhfr 108N,202,163,163,"Pearce RJ, Ord R, Kaur H, Lupala C, Schellenberg J, Shirima K, Manzi F, Alonso P, Tanner M, Mshinda H, Roper C, Schellenberg D",2013,http://www.ncbi.nlm.nih.gov/pubmed/?term=23225897,A community-randomized evaluation of the effect of intermittent preventive treatment in infants on antimalarial drug resistance in southern Tanzania.,NA,23225897,dhfr 108N,82,82,NA,9.232383221387863,80.6930693069307,4.5504944
Tanzania,2011,0.019389947,DHS,East Africa,-2.41,32.95,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.11752130091190338,22369089,0,Igombe health centre,2010,2011,dhfr 108N,97,92,92,"Erasmus Kamugisha, Sun Jing, Mercy Minde, Johaness Kataraihya, Gilbert Kongola, Fred Kironde,Göte Swedberg",2012,http://www.malariajournal.com/content/11/1/58,"Efficacy of artemether-lumefantrine in treatment of malaria among under-fives and prevalence of drug resistance markers in Igombe-Mwanza, north-western Tanzania.",Clinical AL data and post-treatment genotypes,22369089,dhfr 108N,95,95,NA,11.752130091190338,94.84536082474226,1.9389947
Tanzania,2011,0.019389947,DHS,East Africa,-7.73,38.94,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.21790975332260132,462,1,Coastal Region (Kibiti-Rufiji),2010,2011,dhfr 108N,96,86,86,"Matondo SI, Temba GS, Kavishe AA, Kauki JS, Kalinga A, van Zwetselaar M, Reyburn H, Kavishe RA",2014,http://www.ncbi.nlm.nih.gov/pubmed/?term=24751352,High levels of sulphadoxine-pyrimethamine resistance Pfdhfr-Pfdhps quintuple mutations: a cross sectional survey of six regions in Tanzania.,Mixed infections excluded,24751352,dhfr 108N,90,90,E,21.790975332260132,89.58333333333334,1.9389947
Tanzania,2011,0.019389947,DHS,East Africa,-5.38,38.58,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.11994201689958572,462,1,Tanga (Bondo village),2010,2011,dhfr 108N,116,116,116,"Matondo SI, Temba GS, Kavishe AA, Kauki JS, Kalinga A, van Zwetselaar M, Reyburn H, Kavishe RA",2014,http://www.ncbi.nlm.nih.gov/pubmed/?term=24751352,High levels of sulphadoxine-pyrimethamine resistance Pfdhfr-Pfdhps quintuple mutations: a cross sectional survey of six regions in Tanzania.,Mixed infections excluded,24751352,dhfr 108N,100,100,E,11.994201689958572,100,1.9389947
Tanzania,2011,0.019389947,DHS,East Africa,-10.75,39.62,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.15081512928009033,462,2,Mtwara (Tandahimba and Mtwara-Urban),2010,2011,dhfr 108N,64,62,62,"Matondo SI, Temba GS, Kavishe AA, Kauki JS, Kalinga A, van Zwetselaar M, Reyburn H, Kavishe RA",2014,http://www.ncbi.nlm.nih.gov/pubmed/?term=24751352,High levels of sulphadoxine-pyrimethamine resistance Pfdhfr-Pfdhps quintuple mutations: a cross sectional survey of six regions in Tanzania.,Mixed infections excluded,24751352,dhfr 108N,97,97,E,15.081512928009031,96.875,1.9389947
Uganda,2009,0.037695303,DHS,East Africa,0.69,34.18,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.5604692697525024,24799371,4,Tororo,2009,2009,dhfr 108N,93,83,93,Mbogo GW,2014,http://www.ncbi.nlm.nih.gov/pubmed/?term=24799371,Temporal changes in prevalence of molecular markers mediating antimalarial drug resistance in a high malaria transmission setting in Uganda.,Including pre-treatment genotypes + genotypes,24799371,dhfr 108N,100,100,NA,56.04692697525024,89.24731182795699,3.7695303
Uganda,2011,0.017141932,DHS,East Africa,0.69,34.18,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.6074368953704834,24799371,6,Tororo,2011,2011,dhfr 108N,111,101,111,Mbogo GW,2014,http://www.ncbi.nlm.nih.gov/pubmed/?term=24799371,Temporal changes in prevalence of molecular markers mediating antimalarial drug resistance in a high malaria transmission setting in Uganda.,Including pre-treatment genotypes + genotypes,24799371,dhfr 108N,100,100,NA,60.74368953704834,90.990990990991,1.7141932
Zambia,2013,0.027316238,DHS,Southern Africa,-9.35,28.73,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.38865596055984497,448,1,Nchelenge,2013,2013,dhfr 108N,72,68,69,"Siame MN, Mharakurwa S, Chipeta J, Thuma P, Michelo C",2015,http://www.ncbi.nlm.nih.gov/pubmed/?term=25943379,"High prevalence of dhfr and dhps molecular markers in Plasmodium falciparum in pregnant women of Nchelenge district, Northern Zambia.",pregnant women,25943379,dhfr 108N,94,96,NA,38.8655960559845,94.44444444444444,2.7316238
