Id,author,year,URL
22096496,"Monica Shah, Simon Kariuki, Jodi Vanden Eng, Anna J. Blackstock, Kimberly Garner, Wangeci Gatei, John E. Gimnig, Kim Lindblade, Dianne Terlouw, Feiko ter Kuile, William A. Hawley, Penelope Phillips-Howard, Bernard Nahlen, Edward Walker, Mary J. Hamel, Laurence Slutsker, Ya Ping Shi",2011,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3214025&tool=pmcentrez&rendertype=abstract
16271310,Holmgren G,2006,http://www.ncbi.nlm.nih.gov/pubmed/16271310
614,"Hemming-Schroeder E, Umukoro E, Lo E, Fung B, TomÃ¡s-Domingo P, Zhou G, Zhong D, Dixit A, Atieli H, Githeko A, Vardo-Zalik A, Yan G.",2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29363453
26236581,Achieng AO,2015,http://www.ncbi.nlm.nih.gov/pubmed/26236581
18671871,Zhong D,2008,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2533336&tool=pmcentrez&rendertype=abstract
21106088,Spalding MD,2010,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3001743&tool=pmcentrez&rendertype=abstract
19398039,Bonizzoni M,2009,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2745398&tool=pmcentrez&rendertype=abstract
19187521,Thwing JI,2009,http://www.ncbi.nlm.nih.gov/pubmed/19187521
25889220,"Shah M, Omosun Y, Lal A, Odero C, Gatei W, Otieno K, Gimnig JE, ter Kuile F, Hawley WA, Nahlen B, Kariuki S, Walker E, Slutsker L, Hamel M, Shi YP",2015,http://www.ncbi.nlm.nih.gov/pubmed/?term=25889220
22641431,Mang'era CM,2012,http://www.ncbi.nlm.nih.gov/pubmed/22641431
25395861,Akala HM,2014,http://www.ncbi.nlm.nih.gov/pubmed/25395861
23675533,Eyase FL,2013,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3652850&tool=pmcentrez&rendertype=abstract
19770282,Mwai L,2009,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2786317&tool=pmcentrez&rendertype=abstract
24752268,Cheruiyot J,2014,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=4068580&tool=pmcentrez&rendertype=abstract
24994911,Henriques,2014,http://www.ncbi.nlm.nih.gov/pubmed/24994911
26296743,Kiarie WC,2015,http://www.ncbi.nlm.nih.gov/pubmed/26296743
12950663,Berens N,2003,http://www.ncbi.nlm.nih.gov/pubmed/12950663
17620628,Mayxay M,2007,http://www.ajtmh.org/content/77/1/36.long
16359407,Dittrich S,2005,http://www.ncbi.nlm.nih.gov/pubmed/16359407
17297031,Mayxay M,2007,http://www.ncbi.nlm.nih.gov/pubmed/17297031
11784432,Labbé AC,2001,http://www.ncbi.nlm.nih.gov/pubmed/11784432
11181156,Pillai D,2001,http://www.ncbi.nlm.nih.gov/pubmed/11181156
12625147,Checchi F,2002,http://www.ncbi.nlm.nih.gov/pubmed/12625147
504,"Otienoburu SD, Maïga-Ascofaré O, Schramm B, Jullien V, Jones JJ, Zolia YM, Houzé P, Ashley EA, Kiechel JR, Guérin PJ, Le Bras J, Houzé S",2016,http://www.ncbi.nlm.nih.gov/pubmed/?term=27596849
16442577,Randrianarivelojosia M,2007,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2944659/
17556614,Rason MA,2007,http://www.ncbi.nlm.nih.gov/pubmed/17556614
19704124,Andriantsoanirina V,2009,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2772329&tool=pmcentrez&rendertype=abstract
20967251,Andriantsoanirina V,2010,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2954150&tool=pmcentrez&rendertype=abstract
12375368,Ranson MA,2002,http://www.ncbi.nlm.nih.gov/pubmed/12375368
17553226,Juliano JJ,2007,http://www.ncbi.nlm.nih.gov/pubmed/17553226
17556619,Nkhoma S,2007,http://www.ncbi.nlm.nih.gov/pubmed/17556619
18270569,Bell DJ,2008,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2229666&tool=pmcentrez&rendertype=abstract
20662717,Laufer MK,2010,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3380613/pdf/nihms371461.pdf
19624477,Bridges DJ,2009,http://www.ncbi.nlm.nih.gov/pubmed/19624477
22912697,Laufer MK,2012,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3422316&tool=pmcentrez&rendertype=abstract
24723474,Frosch AEP,2014,http://www.ncbi.nlm.nih.gov/pubmed/24723474
555,"Ravenhall M, Benavente ED, Mipando M, Jensen AT, Sutherland CJ, Roper C, Sepúlveda N, Kwiatkowski DP, Montgomery J, Phiri KS, Terlouw A, Craig A, Campino S, Ocholla H, Clark TG",2016,http://www.ncbi.nlm.nih.gov/pubmed/?term=27899115
14572517,Cox-Singh J,2003,http://www.ncbi.nlm.nih.gov/pubmed/?term=14572517
22853645,Atroosh WM,2012,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3493286&tool=pmcentrez&rendertype=abstract
499,"Norahmad NA, Mohd Abd Razak MR, Abdullah NR, Sastu UR, Imwong M, Muniandy PK, Saat MN, Muhammad A, Jelip J, Tikuson M, Yusof N, Rundi C, Mudin RN, Syed Mohamed AF",2016,http://www.ncbi.nlm.nih.gov/pubmed/?term=27788228
21300016,Wélé M,2011,http://www.ncbi.nlm.nih.gov/pubmed/21300016
20041947,Djimdé AA,2011,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3050054/pdf/nihms165707.pdf
19245687,"Tekete M, Djimde AA, Beavogui AH, Maiga H, Sagara I, Fofana B, Ouologuem D, Dama S, Kone A, Dembele D, Wele M, Dicko A, Doumbo OK",2009,http://www.ncbi.nlm.nih.gov/pubmed/?term=19245687
18337343,Djimdé AA,2008,http://www.ncbi.nlm.nih.gov/pubmed/18337343
23893800,Doumbo S,2013,http://www.ncbi.nlm.nih.gov/pubmed/23893800
500,"Maiga H, Lasry E, Diarra M, Sagara I, Bamadio A, Traore A, Coumare S, Bahonan S, Sangare B, Dicko Y, Diallo N, Tembely A, Traore D, Niangaly H, Dao F, Haidara A, Dicko A, Doumbo OK, Djimde AA",NA,http://www.ncbi.nlm.nih.gov/pubmed/?term=27662368
572,"Diawara F, Steinhardt LC, Mahamar A, Traore T, Kone DT, Diawara H, Kamate B, Kone D, Diallo M, Sadou A, Mihigo J, Sagara I, Djimde AA, Eckert E, Dicko A",2017,http://www.ncbi.nlm.nih.gov/pubmed/?term=28797263
558,"Dama S, Niangaly H, Ouattara A, Sagara I, Sissoko S, Traore OB, Bamadio A, Dara N, Djimde M, Alhousseini ML, Goita S, Maiga H, Dara A, Doumbo OK, Djimde AA",2017,http://www.ncbi.nlm.nih.gov/pubmed/?term=28148267
803,"Mahamar A, Sumner KM, Levitt B, Freedman B, Traore A, Barry A, Issiaka D, Dembele AB, Kanoute MB, Attaher O, Diarra BN, Sagara I, Djimde A, Duffy PE, Fried M, Taylor SM, Dicko A.",2022,https://pubmed.ncbi.nlm.nih.gov/35135546/
766,"Diakit SAS, Traor K, Sanogo I, Clark TG, Campino S, Sangar M, Dabitao D, Dara A, Konat DS, Doucour F, Ciss A, Keita B, Doumbouya M, Guindo MA, Toure MB, Sogoba N, Doumbia S, Awandare GA, Diakit M.",2019,https://www.ncbi.nlm.nih.gov/pubmed/?term=31718631
11172152,Djimdé A,2001,http://www.ncbi.nlm.nih.gov/pubmed/?term=11172152
15272415,Djimdé AA,2004,http://www.ncbi.nlm.nih.gov/pubmed/15272415
564,"Ould Ahmedou Salem MS, Mint Lekweiry K, Bouchiba H, Pascual A, Pradines B, Ould Mohamed Salem Boukhary A, Briolant S, Basco LK, Bogreau H",2017,http://www.ncbi.nlm.nih.gov/pubmed/?term=28381273
12479542,Jelinek T,2002,http://www.ncbi.nlm.nih.gov/pubmed/12479542
18590577,Enosse S,2008,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2481262&tool=pmcentrez&rendertype=abstract
22022487,"Jaishree Raman, Katya Mauff, Pedro Muianga, Abdul Mussa, Rajendra Maharaj, Karen I. Barnes",2011,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3195082&tool=pmcentrez&rendertype=abstract
23382159,Thomsen TT,2013,http://www.ncbi.nlm.nih.gov/pubmed/23382159
566,"Galatas B, Nhamussua L, Candrinho B, Mabote L, Cisteró P, Gupta H, Rabinovich R, Menéndez C, Macete E, Saute F, Mayor A, Alonso P, Bassat Q, Aide P",2017,http://www.ncbi.nlm.nih.gov/pubmed/?term=28465550
556,"Zeng W, Bai Y, Wang M, Wang Z, Deng S, Ruan Y, Feng S, Yang Z, Cui L",2017,http://www.ncbi.nlm.nih.gov/pubmed/?term=27919892
22898135,"Fang Huang, Linhua Tang, Henglin Yang, Shuisen Zhou, Xiaodong Sun, Hui Liu",2012,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3492106&tool=pmcentrez&rendertype=abstract
20643902,Meng H,2010,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2944579&tool=pmcentrez&rendertype=abstract
22992214,Brown T,2012,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3518194&tool=pmcentrez&rendertype=abstract
799,"Ye R, Zhang Y, Zhang D.",2022,https://pubmed.ncbi.nlm.nih.gov/35413937/
27084511,"Lo E, Nguyen J, Oo W, Hemming-Schroeder E, Zhou G, Yang Z, Cui L, Yan G",2016,http://www.ncbi.nlm.nih.gov/pubmed/?term=27084511
762,"Zhao Y, Liu Z, Soe MT, Wang L, Soe TN, Wei H, Than A, Aung PL, Li Y, Zhang X, Hu Y, Wei H, Zhang Y, Burgess J, Siddiqui FA, Menezes L, Wang Q, Kyaw MP, Cao Y, Cui L.",2019,https://www.ncbi.nlm.nih.gov/pubmed/?term=31505774
21457533,Ranjitkar S,2011,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3080351&tool=pmcentrez&rendertype=abstract
17409009,Ibrahim ML,2007,http://www.ncbi.nlm.nih.gov/pubmed/17409009
16874478,Happi CT,2006,http://www.ncbi.nlm.nih.gov/pubmed/16874478
16837724,Happi CT,2006,http://www.ncbi.nlm.nih.gov/pubmed/16837724
19953193,Folarin OA,2008,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2785046/pdf/nihms75070.pdf
17428334,Ojurongbe O,2007,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1855061&tool=pmcentrez&rendertype=abstract
18399317,Tatfeng YM,2008,http://www.ncbi.nlm.nih.gov/pubmed/18399317
21120702,Ojurongbe O,2010,http://www.ncbi.nlm.nih.gov/pubmed/21120702
25928117,Oladipo OO,2015,http://www.ncbi.nlm.nih.gov/pubmed/25928117
596,"Balogun ST, Sandabe UK, Bdliya DN, Adedeji WA, Okon KO, Fehintola FA",2015,http://www.ncbi.nlm.nih.gov/pubmed/?term=27031449
26808627,"Agomo CO, Oyibo WA, Sutherland C, Hallet R, Oguike M",2016,http://www.ncbi.nlm.nih.gov/pubmed/?term=26808627
627,Kolapo Muyiwa Oyebola,2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=30103683
763,"Idowu A.O, Oyibo W.A, Bhattacharyya S, Khubbar M, Mendie U.E, Bumah V.V, Black C, Igietseme J, Azenabor A.A",2019,https://www.ncbi.nlm.nih.gov/pubmed/?term=31533729
12641402,May J,2003,http://www.ncbi.nlm.nih.gov/pubmed/12641402
19706926,Khatoon L,2009,http://www.ncbi.nlm.nih.gov/pubmed/?term=19706926
21272384,Ghanchi NK,2011,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3037930&tool=pmcentrez&rendertype=abstract
26623432,"Sahar S, Tanveer A, Ali A, Bilal H, Muhammad Saleem R",2015,http://www.ncbi.nlm.nih.gov/pubmed/?term=26623432
23988011,Khattak AA,2013,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3765786&tool=pmcentrez&rendertype=abstract
21699697,Howard N,2011,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3132200&tool=pmcentrez&rendertype=abstract
14576108,Chen N,2003,http://www.ncbi.nlm.nih.gov/pubmed/?term=14576108
16890903,Chan CW,2006,http://www.ncbi.nlm.nih.gov/pubmed/16890903
20053293,Marfurt J,2010,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2820042&tool=pmcentrez&rendertype=abstract
17376240,DaRe JT,2007,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1838424&tool=pmcentrez&rendertype=abstract
17121999,Carnevale EP,2007,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1829096&tool=pmcentrez&rendertype=abstract
16620743,Mita T,2006,http://www.ncbi.nlm.nih.gov/pubmed/16620743
18423045,Marfurt J,2008,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2377269&tool=pmcentrez&rendertype=abstract
405,"Barnadas C, Timinao L, Javati S, Iga J, Malau E, Koepfli C, Robinson LJ, Senn N, Kiniboro B, Rare L, Reeder JC, Siba PM, Zimmerman PA, Karunajeewa H, Davis TM, Mueller I",2015,http://www.ncbi.nlm.nih.gov/pubmed/?term=26452541
21078925,Wong RPM,2011,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3028775&tool=pmcentrez&rendertype=abstract
592,"Barnadas C, Senn N, Iga J, Timinao L, Javati S, Malau E, Rarau P, Reeder JC, Siba P, Karunajeewa H, Zimmerman PA, Davis TM, Mueller I",2014,http://www.ncbi.nlm.nih.gov/pubmed/?term=25155586
708,"Sekihara M, Tachibana SI, Yamauchi M, Yatsushiro S, Tiwara S, Fukuda N, Ikeda M, Mori T, Hirai M, Hombhanje F, Mita T.",2018,https://www.ncbi.nlm.nih.gov/pubmed/30477515
18840753,Saito-Nakano Y,2008,http://www.ncbi.nlm.nih.gov/pubmed/18840753
11675500,Mehlotra RV,2001,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=60115&tool=pmcentrez&rendertype=abstract
19258269,Bacon DJ,2009,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2681566&tool=pmcentrez&rendertype=abstract
25897626,Baldeviano GC,2015,http://www.ncbi.nlm.nih.gov/pubmed/25897626
15155976,Huaman MC,2004,http://www.ncbi.nlm.nih.gov/pubmed/15155976
19567229,Hatabu T,2009,http://www.ncbi.nlm.nih.gov/pubmed/19567229
808,"Bareng APN, Grignard L, Reyes R, Fornace K, Spencer F, Macalinao ML, Luchavez J, Espino FE, Drakeley C, Hafalla JCR.",2022,https://pubmed.ncbi.nlm.nih.gov/34883232/
626,Anushree Acharya,2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29125042
21996622,Zeile I,2012,http://www.ncbi.nlm.nih.gov/pubmed/21996622
17313506,Ferreira ID,2007,http://www.ncbi.nlm.nih.gov/pubmed/17313506
20427933,Bin Dajem SM,2010,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2886867&tool=pmcentrez&rendertype=abstract
21350795,Bin Dajem SM,2011,http://www.ncbi.nlm.nih.gov/pubmed/21350795
22706959,Ly O,2012,http://www.ncbi.nlm.nih.gov/pubmed/22706959
12201579,Thomas SM,2002,http://www.ncbi.nlm.nih.gov/pubmed/12201579
15986248,Sarr O,2005,http://www.ncbi.nlm.nih.gov/pubmed/?term=15986248
18682531,Niang M,2008,http://www.ncbi.nlm.nih.gov/pubmed/18682531
15814601,Bertin G,2005,http://www.ncbi.nlm.nih.gov/pubmed/15814601
16837722,Henry M,2006,http://www.ncbi.nlm.nih.gov/pubmed/16837722
18523801,Sarr O,2008,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2583234&tool=pmcentrez&rendertype=abstract
20352101,Bob NS,2010,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2843705&tool=pmcentrez&rendertype=abstract
23617576,Lo AC,2013,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3652725&tool=pmcentrez&rendertype=abstract
22927495,Ndiaye M,2012,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3516312&tool=pmcentrez&rendertype=abstract
23510258,Fall B,2013,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3606842&tool=pmcentrez&rendertype=abstract
505,"Mbaye A, Dieye B, Ndiaye YD, Bei AK, Muna A, Deme AB, Yade MS, Diongue K, Gaye A, Ndiaye IM, Ndiaye T, Sy M, Diallo MA, Badiane AS, Ndiaye M, Seck MC, Sy N, Koita O, Krogstad DJ, Nwakanma D, Ndiaye D",2016,http://www.ncbi.nlm.nih.gov/pubmed/?term=27562216
570,"Mbaye A, Gaye A, Dieye B, Ndiaye YD, Bei AK, Affara M, Deme AB, Yade MS, Diongue K, Ndiaye IM, Ndiaye T, Sy M, Sy N, Koita O, Krogstad DJ, Volkman S, Nwakanma D, Ndiaye D",2017,http://www.ncbi.nlm.nih.gov/pubmed/?term=28615016
515,"Boussaroque A, Fall B, Madamet M, Wade KA, Fall M, Nakoulima A, Fall KB, Dionne P, Benoit N, Diatta B, Diemé Y, Wade B, Pradines B",2016,http://www.ncbi.nlm.nih.gov/pubmed/?term=27387549
17206274,Noranate N,2007,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1764034&tool=pmcentrez&rendertype=abstract
20925934,Ballif M,2010,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2959069&tool=pmcentrez&rendertype=abstract
779,"Raman J, Kagoro FM, Mabuza A, Malatje G, Reid A, Frean J, Barnes KI.",2019,https://pubmed.ncbi.nlm.nih.gov/31438951/
23272998,Vaughan-Williams CH,2012,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3544602&tool=pmcentrez&rendertype=abstract
13677373,Ochong EO,2003,http://www.ncbi.nlm.nih.gov/pubmed/13677373
761,"Bakhiet AMA, Abdelraheem MH, Kheir A, Omer S, Gismelseed L, Abdel-Muhsin AA, Naiem A, Al Hosni A, Al Dhuhli A, Al Rubkhi M, Al-Hamidhi S, Gadalla A, Mukhtar M, Sultan AA, Babiker HA.",2019,https://www.ncbi.nlm.nih.gov/pubmed/31369106
15031793,Abdel-Muhsin AMA,2004,http://www.ncbi.nlm.nih.gov/pubmed/15031793
16171768,Tagelsir N,2006,http://www.ncbi.nlm.nih.gov/pubmed/16171768
17693716,A-Elbasit IE,2007,http://www.ncbi.nlm.nih.gov/pubmed/17693716
16336938,Giha HA,2006,http://www.ncbi.nlm.nih.gov/pubmed/16336938
14641841,Anderson TJC,2003,http://www.ncbi.nlm.nih.gov/pubmed/14641841
16690361,Osman ME,2007,http://www.ncbi.nlm.nih.gov/pubmed/16690361
18373107,A-Elbasit IE,2008,http://www.ncbi.nlm.nih.gov/pubmed/18373107
15869770,Hamour S,2005,http://www.ncbi.nlm.nih.gov/pubmed/15869770
20682863,Menegon M,2010,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2911166&tool=pmcentrez&rendertype=abstract
20226032,Gadalla NB,2010,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2848148&tool=pmcentrez&rendertype=abstract
23870667,Gadalla NB,2013,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3720549&tool=pmcentrez&rendertype=abstract
782,"Mohamed AO, Hussien M, Mohamed A, Suliman A, Elkando NS, Abdelbagi H, Malik EM, Abdelraheem MH, Hamid MMA.",2020,https://pubmed.ncbi.nlm.nih.gov/32070355/
16282289,Peek R,2005,http://www.ncbi.nlm.nih.gov/pubmed/16282289
23836573,Adhin MR,2013,http://www.ncbi.nlm.nih.gov/pubmed/23836573
363,Adhin MR,2014,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=4015718&tool=pmcentrez&rendertype=abstract
589,"Chenet SM, Okoth SA, Kelley J, Lucchi N, Huber CS, Vreden S, Macedo de Oliveira A, Barnwell JW, Udhayakumar V, Adhin MR",2017,http://www.ncbi.nlm.nih.gov/pubmed/?term=28438929
20199676,Dlamini SV,2010,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2845184&tool=pmcentrez&rendertype=abstract
16703518,Alifrangis M,2006,http://www.ncbi.nlm.nih.gov/pubmed/16703518
17467344,Holmgren G,2007,http://www.ncbi.nlm.nih.gov/pubmed/17467344
16163624,Mårtensson A,2005,http://www.ncbi.nlm.nih.gov/pubmed/16163624
15717281,Sisowath C,2005,http://www.ncbi.nlm.nih.gov/pubmed/15717281
19346369,Alifrangis M,2009,http://www.ajtmh.org/content/80/4/523.long
17194834,Humphreys GS,2007,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1803116&tool=pmcentrez&rendertype=abstract
19210165,Sisowath C,2009,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2718568&tool=pmcentrez&rendertype=abstract
25890383,Gadalla N,2015,http://www.ncbi.nlm.nih.gov/pubmed/25890383
25917493,Morris U,2015,http://www.ncbi.nlm.nih.gov/pubmed/25917493
17224049,Schönfeld M,2007,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1781949&tool=pmcentrez&rendertype=abstract
624,Richard Mwaiswelo,2017,https://www.ncbi.nlm.nih.gov/pubmed/28829723
21410954,Ngasala B,2011,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3065443&tool=pmcentrez&rendertype=abstract
21427394,Ngasala BE,2011,http://www.ncbi.nlm.nih.gov/pubmed/21427394
23506218,Malmberg M,2013,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3732084&tool=pmcentrez&rendertype=abstract
22966778,Fröberg G,2012,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3468380&tool=pmcentrez&rendertype=abstract
23510231,Morris U,2013,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3605315&tool=pmcentrez&rendertype=abstract
22118982,Kamugisha E,2012,http://www.ncbi.nlm.nih.gov/pubmed/22118982
24225406,Mohammed A,2013,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3830541&tool=pmcentrez&rendertype=abstract
22369089,"Erasmus Kamugisha, Sun Jing, Mercy Minde, Johaness Kataraihya, Gilbert Kongola, Fred Kironde,Göte Swedberg",2012,http://www.malariajournal.com/content/11/1/58
26152336,Golassa L,2015,http://www.ncbi.nlm.nih.gov/pubmed/26152336
481,"Mwaiswelo R, Ngasala B, Jovel I, Aydin-Schmidt B, Gosling R, Premji Z, Mmbando B, Björkman A, Mårtensson A",2016,http://www.ncbi.nlm.nih.gov/pubmed/?term=27565897
794,"Bwire GM, Ngasala B, Mikomangwa WP, Kilonzi M, Kamuhabwa AAR.",2020,https://pubmed.ncbi.nlm.nih.gov/32103124/
12798014,Schneider AG,2002,http://www.ncbi.nlm.nih.gov/pubmed/12798014
16024377,Nash D,2005,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1559806&tool=pmcentrez&rendertype=abstract
16045457,Congpuong K,2005,http://www.ncbi.nlm.nih.gov/pubmed/16045457
20449753,Mungthin M,2010,http://www.ncbi.nlm.nih.gov/pubmed/20449753
21320353,Chaijaroenkul W,2011,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3055224&tool=pmcentrez&rendertype=abstract
18950599,Rungsihirunrat K,2009,http://www.ncbi.nlm.nih.gov/pubmed/18950599
21633513,Veiga MI,2011,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3102103&tool=pmcentrez&rendertype=abstract
19879850,Chaijaroenkul W,2010,http://www.ncbi.nlm.nih.gov/pubmed/19879850
24670242,Mungthin M,2014,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3986879&tool=pmcentrez&rendertype=abstract
24093782,Muhamad P,2013,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3805099&tool=pmcentrez&rendertype=abstract
800,"Kunasol C, Dondorp AM, Batty EM, Nakhonsri V, Sinjanakhom P, Day NPJ, Imwong M.",2022,https://pubmed.ncbi.nlm.nih.gov/35365711/
12423551,Lopes D,2002,http://www.ncbi.nlm.nih.gov/pubmed/?term=12423551
17298921,Naoshima-Ishibashi Y,2007,http://www.ncbi.nlm.nih.gov/pubmed/17298921
12363066,Chen N,2002,http://www.ncbi.nlm.nih.gov/pubmed/12363066
19358729,de Almeida A,2009,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2672086&tool=pmcentrez&rendertype=abstract
16518760,Francis D,2006,http://www.ncbi.nlm.nih.gov/pubmed/16518760
17562798,Nsobya SL,2007,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1932488&tool=pmcentrez&rendertype=abstract
24799371,Mbogo GW,2014,http://www.ncbi.nlm.nih.gov/pubmed/?term=24799371
24610872,Conrad,2014,http://www.ncbi.nlm.nih.gov/pubmed/24610872
20065051,Nsobya SL,2010,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2825959&tool=pmcentrez&rendertype=abstract
21078941,Baliraine FN,2011,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3028814&tool=pmcentrez&rendertype=abstract
21881128,Baliraine F,2011,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3164433&tool=pmcentrez&rendertype=abstract
23220229,Kiwuwa MS,2013,http://www.ncbi.nlm.nih.gov/pubmed/23220229
24446524,Tukwasibwe S,2014,http://www.ncbi.nlm.nih.gov/pubmed/24446524
591,"Tumwebaze P, Tukwasibwe S, Taylor A, Conrad M, Ruhamyankaka E, Asua V, Walakira A, Nankabirwa J, Yeka A, Staedke SG, Greenhouse B, Nsobya SL, Kamya MR, Dorsey G, Rosenthal PJ",2017,http://www.ncbi.nlm.nih.gov/pubmed/?term=28039354
24629020,Nankoberanyi S,2014,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=4004386&tool=pmcentrez&rendertype=abstract
513,"Nankabirwa JI, Conrad MD, Legac J, Tukwasibwe S, Tumwebaze P, Wandera B, Brooker SJ, Staedke SG, Kamya MR, Nsobya SL, Dorsey G, Rosenthal PJ",2016,http://www.ncbi.nlm.nih.gov/pubmed/?term=27401569
611,"Rasmussen SA, Ceja FG, Conrad MD, Tumwebaze PK, Byaruhanga O, Katairo T, Nsobya SL, Rosenthal PJ, Cooper RA",2017,http://www.ncbi.nlm.nih.gov/pubmed/?term=28923866
793,"Balikagala B, Sakurai-Yatsushiro M, Tachibana SI, Ikeda M, Yamauchi M, Katuro OT, Ntege EH, Sekihara M, Fukuda N, Takahashi N, Yatsushiro S, Mori T, Hirai M, Opio W, Obwoya PS, Anywar DA, Auma MA, Palacpac NMQ, Tsuboi T, Odongo-Aginya EI, Kimura E, Ogwang M",2020,https://pubmed.ncbi.nlm.nih.gov/32070358/
723,Philip Rosenthal,2016,https://www.ncbi.nlm.nih.gov/pubmed/26597254
26597254,"Yeka A, Kigozi R, Conrad MD, Lugemwa M, Okui P, Katureebe C, Belay K, Kapella BK, Chang MA, Kamya MR, Staedke SG, Dorsey G, Rosenthal PJ",2016,http://www.ncbi.nlm.nih.gov/pubmed/?term=26597254
588,"Yeka A, Kigozi R, Conrad MD, Lugemwa M, Okui P, Katureebe C, Belay K, Kapella BK, Chang MA, Kamya MR, Staedke SG, Dorsey G, Rosenthal PJ",2016,http://www.ncbi.nlm.nih.gov/pubmed/?term=26597254
791,"Yeka A, Kigozi R, Conrad MD, Lugemwa M, Okui P, Katureebe C, Belay K, Kapella BK, Chang MA, Kamya MR, Staedke SG, Dorsey G, Rosenthal PJ.",2015,https://pubmed.ncbi.nlm.nih.gov/26597254/
493,"Balikagala B, Mita T, Ikeda M, Sakurai M, Yatsushiro S, Takahashi N, Tachibana SI, Auma M, Ntege EH, Ito D, Takashima E, Palacpac NM, Egwang TG, Onen JO, Kataoka M, Kimura E, Horii T, Tsuboi T",2017,http://www.ncbi.nlm.nih.gov/pubmed/?term=28068997
450,Adoke Yeka,2016,NA
