study id,substudy number,country,site,lat,lon,study start year,study end year,mutation,tested,present,Mixed present,authors,publication year,publication Url,title,notes,pubMedId,marker group,percentage,Mixed percentage,included or excluded
772,1,China,Henan,33.9,113.5,2012,2012,dhps 437G,12,11,11,"Ruimin Zhou, Chengyun Yang, Suhua Li, Yuling Zhao, Ying Liu,a Dan Qian, Hao Wang, Deling Lu, Hongwei Zhang, Fang Huangb",2019,https://www.ncbi.nlm.nih.gov/pubmed/?term=31358591,"Molecular Surveillance of Drug Resistance of Plasmodium falciparum Isolates Imported from Angola in Henan Province, China.",,31358591,dhps 437G,95,95,I
526,1,India,Car Nicobar,9.15732,92.7581,2004,2004,dhfr 51I-59R-108N,5,4,4,"Tyagi RK, Das MK, Singh SS, Sharma YD",2013,http://www.ncbi.nlm.nih.gov/pubmed/?term=23292346,Discordance in drug resistance-associated mutation patterns in marker genes of Plasmodium falciparum and Plasmodium knowlesi during coinfections.,Coinfections Pf + P. knowlesi,23292346,dhfr 51I-59R-108N,100,100,
526,1,India,Car Nicobar,9.15732,92.7581,2004,2004,dhfr N51-59R-108N,5,1,1,"Tyagi RK, Das MK, Singh SS, Sharma YD",2013,http://www.ncbi.nlm.nih.gov/pubmed/?term=23292346,Discordance in drug resistance-associated mutation patterns in marker genes of Plasmodium falciparum and Plasmodium knowlesi during coinfections.,Coinfections Pf + P. knowlesi,23292346,dhfr N51-59R-108N,50,50,
526,1,India,Car Nicobar,9.15732,92.7581,2004,2004,dhfr 59R,5,5,5,"Tyagi RK, Das MK, Singh SS, Sharma YD",2013,http://www.ncbi.nlm.nih.gov/pubmed/?term=23292346,Discordance in drug resistance-associated mutation patterns in marker genes of Plasmodium falciparum and Plasmodium knowlesi during coinfections.,Coinfections Pf + P. knowlesi,23292346,dhfr 59R,100,100,
526,1,India,Car Nicobar,9.15732,92.7581,2004,2004,dhfr 108N,5,5,5,"Tyagi RK, Das MK, Singh SS, Sharma YD",2013,http://www.ncbi.nlm.nih.gov/pubmed/?term=23292346,Discordance in drug resistance-associated mutation patterns in marker genes of Plasmodium falciparum and Plasmodium knowlesi during coinfections.,Coinfections Pf + P. knowlesi,23292346,dhfr 108N,100,100,
526,1,India,Car Nicobar,9.15732,92.7581,2004,2004,dhfr 51I,5,4,4,"Tyagi RK, Das MK, Singh SS, Sharma YD",2013,http://www.ncbi.nlm.nih.gov/pubmed/?term=23292346,Discordance in drug resistance-associated mutation patterns in marker genes of Plasmodium falciparum and Plasmodium knowlesi during coinfections.,Coinfections Pf + P. knowlesi,23292346,dhfr 51I,100,100,
526,1,India,Car Nicobar,9.15732,92.7581,2004,2004,dhfr 164L,5,5,5,"Tyagi RK, Das MK, Singh SS, Sharma YD",2013,http://www.ncbi.nlm.nih.gov/pubmed/?term=23292346,Discordance in drug resistance-associated mutation patterns in marker genes of Plasmodium falciparum and Plasmodium knowlesi during coinfections.,Coinfections Pf + P. knowlesi,23292346,dhfr 164L,100,100,
738,1,Ethiopia,West Arsi,7,39,2007,2009,dhfr 108N,76,76,76,"Patricia Mula, Amalia Fernández-Martínez, Aida de Lucio, Jose Manuel Ramos, Francisco Reyes, Vicenta González, Agustín Benito,Pedro Berzosa",2011,https://www.ncbi.nlm.nih.gov/pubmed/?term=21810256,Detection of high levels of mutations involved in anti-malarial drug resistance in Plasmodium falciparum and Plasmodium vivax at a rural hospital in southern Ethiopia.,genes that showed mixed wild- type and mutant alleles were deemed to be mutant,21810256,dhfr 108N,100,100,I
738,1,Ethiopia,West Arsi,7,39,2007,2009,dhps 581G,76,11,11,"Patricia Mula, Amalia Fernández-Martínez, Aida de Lucio, Jose Manuel Ramos, Francisco Reyes, Vicenta González, Agustín Benito,Pedro Berzosa",2011,https://www.ncbi.nlm.nih.gov/pubmed/?term=21810256,Detection of high levels of mutations involved in anti-malarial drug resistance in Plasmodium falciparum and Plasmodium vivax at a rural hospital in southern Ethiopia.,genes that showed mixed wild- type and mutant alleles were deemed to be mutant,21810256,dhps 581G,14,14,I
738,1,Ethiopia,West Arsi,7,39,2007,2009,dhps 540E,76,52,52,"Patricia Mula, Amalia Fernández-Martínez, Aida de Lucio, Jose Manuel Ramos, Francisco Reyes, Vicenta González, Agustín Benito,Pedro Berzosa",2011,https://www.ncbi.nlm.nih.gov/pubmed/?term=21810256,Detection of high levels of mutations involved in anti-malarial drug resistance in Plasmodium falciparum and Plasmodium vivax at a rural hospital in southern Ethiopia.,genes that showed mixed wild- type and mutant alleles were deemed to be mutant,21810256,dhps 540E,68,68,I
738,1,Ethiopia,West Arsi,7,39,2007,2009,dhfr 51I-59R-108N,76,69,69,"Patricia Mula, Amalia Fernández-Martínez, Aida de Lucio, Jose Manuel Ramos, Francisco Reyes, Vicenta González, Agustín Benito,Pedro Berzosa",2011,https://www.ncbi.nlm.nih.gov/pubmed/?term=21810256,Detection of high levels of mutations involved in anti-malarial drug resistance in Plasmodium falciparum and Plasmodium vivax at a rural hospital in southern Ethiopia.,genes that showed mixed wild- type and mutant alleles were deemed to be mutant,21810256,dhfr 51I-59R-108N,91,91,I
738,1,Ethiopia,West Arsi,7,39,2007,2009,dhps 437G,76,70,70,"Patricia Mula, Amalia Fernández-Martínez, Aida de Lucio, Jose Manuel Ramos, Francisco Reyes, Vicenta González, Agustín Benito,Pedro Berzosa",2011,https://www.ncbi.nlm.nih.gov/pubmed/?term=21810256,Detection of high levels of mutations involved in anti-malarial drug resistance in Plasmodium falciparum and Plasmodium vivax at a rural hospital in southern Ethiopia.,genes that showed mixed wild- type and mutant alleles were deemed to be mutant,21810256,dhps 437G,92,92,I
738,1,Ethiopia,West Arsi,7,39,2007,2009,dhfr 59R,76,69,69,"Patricia Mula, Amalia Fernández-Martínez, Aida de Lucio, Jose Manuel Ramos, Francisco Reyes, Vicenta González, Agustín Benito,Pedro Berzosa",2011,https://www.ncbi.nlm.nih.gov/pubmed/?term=21810256,Detection of high levels of mutations involved in anti-malarial drug resistance in Plasmodium falciparum and Plasmodium vivax at a rural hospital in southern Ethiopia.,genes that showed mixed wild- type and mutant alleles were deemed to be mutant,21810256,dhfr 59R,91,91,I
738,1,Ethiopia,West Arsi,7,39,2007,2009,dhfr 164L,76,1,1,"Patricia Mula, Amalia Fernández-Martínez, Aida de Lucio, Jose Manuel Ramos, Francisco Reyes, Vicenta González, Agustín Benito,Pedro Berzosa",2011,https://www.ncbi.nlm.nih.gov/pubmed/?term=21810256,Detection of high levels of mutations involved in anti-malarial drug resistance in Plasmodium falciparum and Plasmodium vivax at a rural hospital in southern Ethiopia.,genes that showed mixed wild- type and mutant alleles were deemed to be mutant,21810256,dhfr 164L,1,1,I
738,1,Ethiopia,West Arsi,7,39,2007,2009,dhfr 51I,76,74,74,"Patricia Mula, Amalia Fernández-Martínez, Aida de Lucio, Jose Manuel Ramos, Francisco Reyes, Vicenta González, Agustín Benito,Pedro Berzosa",2011,https://www.ncbi.nlm.nih.gov/pubmed/?term=21810256,Detection of high levels of mutations involved in anti-malarial drug resistance in Plasmodium falciparum and Plasmodium vivax at a rural hospital in southern Ethiopia.,genes that showed mixed wild- type and mutant alleles were deemed to be mutant,21810256,dhfr 51I,97,97,I
738,1,Ethiopia,West Arsi,7,39,2007,2009,dhfr+dhps 51I-59R-108N-437G-540E,76,64,64,"Patricia Mula, Amalia Fernández-Martínez, Aida de Lucio, Jose Manuel Ramos, Francisco Reyes, Vicenta González, Agustín Benito,Pedro Berzosa",2011,https://www.ncbi.nlm.nih.gov/pubmed/?term=21810256,Detection of high levels of mutations involved in anti-malarial drug resistance in Plasmodium falciparum and Plasmodium vivax at a rural hospital in southern Ethiopia.,genes that showed mixed wild- type and mutant alleles were deemed to be mutant,21810256,dhfr+dhps 51I-59R-108N-437G-540E,84,84,I
524,1,India,Kolkata,22.5697,88.3697,2008,2009,dhfr N51-59R-108N,176,0,0,"Das S, Chakraborty SP, Hati A, Roy S",2013,http://www.ncbi.nlm.nih.gov/pubmed/?term=23428313,"Malaria treatment failure with novel mutation in the Plasmodium falciparum dihydrofolate reductase (pfdhfr) gene in Kolkata, West Bengal, India.",dhfr 108I identified in 80/176 isolates,23428313,dhfr N51-59R-108N,0,0,
524,1,India,Kolkata,22.5697,88.3697,2008,2009,dhfr 51I-59R-108N,176,0,0,"Das S, Chakraborty SP, Hati A, Roy S",2013,http://www.ncbi.nlm.nih.gov/pubmed/?term=23428313,"Malaria treatment failure with novel mutation in the Plasmodium falciparum dihydrofolate reductase (pfdhfr) gene in Kolkata, West Bengal, India.",dhfr 108I identified in 80/176 isolates,23428313,dhfr 51I-59R-108N,0,0,
524,1,India,Kolkata,22.5697,88.3697,2008,2009,dhps 581G,176,30,30,"Das S, Chakraborty SP, Hati A, Roy S",2013,http://www.ncbi.nlm.nih.gov/pubmed/?term=23428313,"Malaria treatment failure with novel mutation in the Plasmodium falciparum dihydrofolate reductase (pfdhfr) gene in Kolkata, West Bengal, India.",dhfr 108I identified in 80/176 isolates,23428313,dhps 581G,17,17,
524,1,India,Kolkata,22.5697,88.3697,2008,2009,dhfr 59R,176,2,2,"Das S, Chakraborty SP, Hati A, Roy S",2013,http://www.ncbi.nlm.nih.gov/pubmed/?term=23428313,"Malaria treatment failure with novel mutation in the Plasmodium falciparum dihydrofolate reductase (pfdhfr) gene in Kolkata, West Bengal, India.",dhfr 108I identified in 80/176 isolates,23428313,dhfr 59R,1,1,
524,1,India,Kolkata,22.5697,88.3697,2008,2009,dhfr+dhps 51I-59R-108N-437G-540E-581G,176,0,0,"Das S, Chakraborty SP, Hati A, Roy S",2013,http://www.ncbi.nlm.nih.gov/pubmed/?term=23428313,"Malaria treatment failure with novel mutation in the Plasmodium falciparum dihydrofolate reductase (pfdhfr) gene in Kolkata, West Bengal, India.",dhfr 108I identified in 80/176 isolates,23428313,dhfr+dhps 51I-59R-108N-437G-540E-581G,0,0,
524,1,India,Kolkata,22.5697,88.3697,2008,2009,dhps 613T,176,38,38,"Das S, Chakraborty SP, Hati A, Roy S",2013,http://www.ncbi.nlm.nih.gov/pubmed/?term=23428313,"Malaria treatment failure with novel mutation in the Plasmodium falciparum dihydrofolate reductase (pfdhfr) gene in Kolkata, West Bengal, India.",dhfr 108I identified in 80/176 isolates,23428313,dhps 613T,22,22,
524,1,India,Kolkata,22.5697,88.3697,2008,2009,dhps 437G-540E-581G,176,0,0,"Das S, Chakraborty SP, Hati A, Roy S",2013,http://www.ncbi.nlm.nih.gov/pubmed/?term=23428313,"Malaria treatment failure with novel mutation in the Plasmodium falciparum dihydrofolate reductase (pfdhfr) gene in Kolkata, West Bengal, India.",dhfr 108I identified in 80/176 isolates,23428313,dhps 437G-540E-581G,0,0,
524,1,India,Kolkata,22.5697,88.3697,2008,2009,dhfr 108N,176,26,26,"Das S, Chakraborty SP, Hati A, Roy S",2013,http://www.ncbi.nlm.nih.gov/pubmed/?term=23428313,"Malaria treatment failure with novel mutation in the Plasmodium falciparum dihydrofolate reductase (pfdhfr) gene in Kolkata, West Bengal, India.",dhfr 108I identified in 80/176 isolates,23428313,dhfr 108N,15,15,
524,1,India,Kolkata,22.5697,88.3697,2008,2009,dhfr 51I,176,118,118,"Das S, Chakraborty SP, Hati A, Roy S",2013,http://www.ncbi.nlm.nih.gov/pubmed/?term=23428313,"Malaria treatment failure with novel mutation in the Plasmodium falciparum dihydrofolate reductase (pfdhfr) gene in Kolkata, West Bengal, India.",dhfr 108I identified in 80/176 isolates,23428313,dhfr 51I,67,67,
524,1,India,Kolkata,22.5697,88.3697,2008,2009,dhfr 164L,176,6,6,"Das S, Chakraborty SP, Hati A, Roy S",2013,http://www.ncbi.nlm.nih.gov/pubmed/?term=23428313,"Malaria treatment failure with novel mutation in the Plasmodium falciparum dihydrofolate reductase (pfdhfr) gene in Kolkata, West Bengal, India.",dhfr 108I identified in 80/176 isolates,23428313,dhfr 164L,3,3,
524,1,India,Kolkata,22.5697,88.3697,2008,2009,dhps 613S,176,0,0,"Das S, Chakraborty SP, Hati A, Roy S",2013,http://www.ncbi.nlm.nih.gov/pubmed/?term=23428313,"Malaria treatment failure with novel mutation in the Plasmodium falciparum dihydrofolate reductase (pfdhfr) gene in Kolkata, West Bengal, India.",dhfr 108I identified in 80/176 isolates,23428313,dhps 613S,0,0,
524,1,India,Kolkata,22.5697,88.3697,2008,2009,dhfr+dhps 51I-59R-108N-437G-540E-A581,176,0,0,"Das S, Chakraborty SP, Hati A, Roy S",2013,http://www.ncbi.nlm.nih.gov/pubmed/?term=23428313,"Malaria treatment failure with novel mutation in the Plasmodium falciparum dihydrofolate reductase (pfdhfr) gene in Kolkata, West Bengal, India.",dhfr 108I identified in 80/176 isolates,23428313,dhfr+dhps 51I-59R-108N-437G-540E,0,0,
524,1,India,Kolkata,22.5697,88.3697,2008,2009,dhps 437G,176,86,86,"Das S, Chakraborty SP, Hati A, Roy S",2013,http://www.ncbi.nlm.nih.gov/pubmed/?term=23428313,"Malaria treatment failure with novel mutation in the Plasmodium falciparum dihydrofolate reductase (pfdhfr) gene in Kolkata, West Bengal, India.",dhfr 108I identified in 80/176 isolates,23428313,dhps 437G,49,49,
524,1,India,Kolkata,22.5697,88.3697,2008,2009,dhps 437G-540E-A581,176,0,0,"Das S, Chakraborty SP, Hati A, Roy S",2013,http://www.ncbi.nlm.nih.gov/pubmed/?term=23428313,"Malaria treatment failure with novel mutation in the Plasmodium falciparum dihydrofolate reductase (pfdhfr) gene in Kolkata, West Bengal, India.",dhfr 108I identified in 80/176 isolates,23428313,dhps 437G-540E,0,0,
524,1,India,Kolkata,22.5697,88.3697,2008,2009,dhps 540E,176,4,4,"Das S, Chakraborty SP, Hati A, Roy S",2013,http://www.ncbi.nlm.nih.gov/pubmed/?term=23428313,"Malaria treatment failure with novel mutation in the Plasmodium falciparum dihydrofolate reductase (pfdhfr) gene in Kolkata, West Bengal, India.",dhfr 108I identified in 80/176 isolates,23428313,dhps 540E,2,2,
553,1,Nigeria,Ibadan,7.39639,3.91667,2003,2003,dhps 437G-540E-581G,38,0,0,"Oguike MC, Falade CO, Shu E, Enato IG, Watila I, Baba ES, Bruce J, Webster J, Hamade P, Meek S, Chandramohan D, Sutherland CJ, Warhurst D, Roper C",2016,http://www.ncbi.nlm.nih.gov/pubmed/?term=27821281,Molecular determinants of sulfadoxine-pyrimethamine resistance in Plasmodium falciparum in Nigeria and the regional emergence of dhps 431V.,"Pregnant women, mixed excluded",27821281,dhps 437G-540E-581G,0,0,E
553,1,Nigeria,Ibadan,7.39639,3.91667,2003,2003,dhfr 51I-59R-108N,38,38,38,"Oguike MC, Falade CO, Shu E, Enato IG, Watila I, Baba ES, Bruce J, Webster J, Hamade P, Meek S, Chandramohan D, Sutherland CJ, Warhurst D, Roper C",2016,http://www.ncbi.nlm.nih.gov/pubmed/?term=27821281,Molecular determinants of sulfadoxine-pyrimethamine resistance in Plasmodium falciparum in Nigeria and the regional emergence of dhps 431V.,"Pregnant women, mixed excluded",27821281,dhfr 51I-59R-108N,100,100,E
553,1,Nigeria,Ibadan,7.39639,3.91667,2003,2003,dhps 437G,36,36,36,"Oguike MC, Falade CO, Shu E, Enato IG, Watila I, Baba ES, Bruce J, Webster J, Hamade P, Meek S, Chandramohan D, Sutherland CJ, Warhurst D, Roper C",2016,http://www.ncbi.nlm.nih.gov/pubmed/?term=27821281,Molecular determinants of sulfadoxine-pyrimethamine resistance in Plasmodium falciparum in Nigeria and the regional emergence of dhps 431V.,"Pregnant women, mixed excluded",27821281,dhps 437G,100,100,E
553,1,Nigeria,Ibadan,7.39639,3.91667,2003,2003,dhps 613S,36,2,2,"Oguike MC, Falade CO, Shu E, Enato IG, Watila I, Baba ES, Bruce J, Webster J, Hamade P, Meek S, Chandramohan D, Sutherland CJ, Warhurst D, Roper C",2016,http://www.ncbi.nlm.nih.gov/pubmed/?term=27821281,Molecular determinants of sulfadoxine-pyrimethamine resistance in Plasmodium falciparum in Nigeria and the regional emergence of dhps 431V.,"Pregnant women, mixed excluded",27821281,dhps 613S,12,12,E
553,1,Nigeria,Ibadan,7.39639,3.91667,2003,2003,dhfr 51I,38,38,38,"Oguike MC, Falade CO, Shu E, Enato IG, Watila I, Baba ES, Bruce J, Webster J, Hamade P, Meek S, Chandramohan D, Sutherland CJ, Warhurst D, Roper C",2016,http://www.ncbi.nlm.nih.gov/pubmed/?term=27821281,Molecular determinants of sulfadoxine-pyrimethamine resistance in Plasmodium falciparum in Nigeria and the regional emergence of dhps 431V.,"Pregnant women, mixed excluded",27821281,dhfr 51I,100,100,E
553,1,Nigeria,Ibadan,7.39639,3.91667,2003,2003,dhfr+dhps 51I-59R-108N-437G-540E-A581,38,0,0,"Oguike MC, Falade CO, Shu E, Enato IG, Watila I, Baba ES, Bruce J, Webster J, Hamade P, Meek S, Chandramohan D, Sutherland CJ, Warhurst D, Roper C",2016,http://www.ncbi.nlm.nih.gov/pubmed/?term=27821281,Molecular determinants of sulfadoxine-pyrimethamine resistance in Plasmodium falciparum in Nigeria and the regional emergence of dhps 431V.,"Pregnant women, mixed excluded",27821281,dhfr+dhps 51I-59R-108N-437G-540E,0,0,E
553,1,Nigeria,Ibadan,7.39639,3.91667,2003,2003,dhfr 59R,38,38,38,"Oguike MC, Falade CO, Shu E, Enato IG, Watila I, Baba ES, Bruce J, Webster J, Hamade P, Meek S, Chandramohan D, Sutherland CJ, Warhurst D, Roper C",2016,http://www.ncbi.nlm.nih.gov/pubmed/?term=27821281,Molecular determinants of sulfadoxine-pyrimethamine resistance in Plasmodium falciparum in Nigeria and the regional emergence of dhps 431V.,"Pregnant women, mixed excluded",27821281,dhfr 59R,100,100,E
553,1,Nigeria,Ibadan,7.39639,3.91667,2003,2003,dhfr 164L,38,0,0,"Oguike MC, Falade CO, Shu E, Enato IG, Watila I, Baba ES, Bruce J, Webster J, Hamade P, Meek S, Chandramohan D, Sutherland CJ, Warhurst D, Roper C",2016,http://www.ncbi.nlm.nih.gov/pubmed/?term=27821281,Molecular determinants of sulfadoxine-pyrimethamine resistance in Plasmodium falciparum in Nigeria and the regional emergence of dhps 431V.,"Pregnant women, mixed excluded",27821281,dhfr 164L,0,0,E
553,1,Nigeria,Ibadan,7.39639,3.91667,2003,2003,dhfr 108N,38,38,38,"Oguike MC, Falade CO, Shu E, Enato IG, Watila I, Baba ES, Bruce J, Webster J, Hamade P, Meek S, Chandramohan D, Sutherland CJ, Warhurst D, Roper C",2016,http://www.ncbi.nlm.nih.gov/pubmed/?term=27821281,Molecular determinants of sulfadoxine-pyrimethamine resistance in Plasmodium falciparum in Nigeria and the regional emergence of dhps 431V.,"Pregnant women, mixed excluded",27821281,dhfr 108N,100,100,E
553,1,Nigeria,Ibadan,7.39639,3.91667,2003,2003,dhps 540E,36,0,0,"Oguike MC, Falade CO, Shu E, Enato IG, Watila I, Baba ES, Bruce J, Webster J, Hamade P, Meek S, Chandramohan D, Sutherland CJ, Warhurst D, Roper C",2016,http://www.ncbi.nlm.nih.gov/pubmed/?term=27821281,Molecular determinants of sulfadoxine-pyrimethamine resistance in Plasmodium falciparum in Nigeria and the regional emergence of dhps 431V.,"Pregnant women, mixed excluded",27821281,dhps 540E,1,1,E
553,1,Nigeria,Ibadan,7.39639,3.91667,2003,2003,dhps 437G-540E-A581,38,0,0,"Oguike MC, Falade CO, Shu E, Enato IG, Watila I, Baba ES, Bruce J, Webster J, Hamade P, Meek S, Chandramohan D, Sutherland CJ, Warhurst D, Roper C",2016,http://www.ncbi.nlm.nih.gov/pubmed/?term=27821281,Molecular determinants of sulfadoxine-pyrimethamine resistance in Plasmodium falciparum in Nigeria and the regional emergence of dhps 431V.,"Pregnant women, mixed excluded",27821281,dhps 437G-540E,1,1,E
553,1,Nigeria,Ibadan,7.39639,3.91667,2003,2003,dhfr N51-59R-108N,38,0,0,"Oguike MC, Falade CO, Shu E, Enato IG, Watila I, Baba ES, Bruce J, Webster J, Hamade P, Meek S, Chandramohan D, Sutherland CJ, Warhurst D, Roper C",2016,http://www.ncbi.nlm.nih.gov/pubmed/?term=27821281,Molecular determinants of sulfadoxine-pyrimethamine resistance in Plasmodium falciparum in Nigeria and the regional emergence of dhps 431V.,"Pregnant women, mixed excluded",27821281,dhfr N51-59R-108N,2,2,E
553,1,Nigeria,Ibadan,7.39639,3.91667,2003,2003,dhfr+dhps 51I-59R-108N-437G-540E-581G,38,0,0,"Oguike MC, Falade CO, Shu E, Enato IG, Watila I, Baba ES, Bruce J, Webster J, Hamade P, Meek S, Chandramohan D, Sutherland CJ, Warhurst D, Roper C",2016,http://www.ncbi.nlm.nih.gov/pubmed/?term=27821281,Molecular determinants of sulfadoxine-pyrimethamine resistance in Plasmodium falciparum in Nigeria and the regional emergence of dhps 431V.,"Pregnant women, mixed excluded",27821281,dhfr+dhps 51I-59R-108N-437G-540E-581G,0,0,E
553,1,Nigeria,Ibadan,7.39639,3.91667,2003,2003,dhps 581G,36,0,0,"Oguike MC, Falade CO, Shu E, Enato IG, Watila I, Baba ES, Bruce J, Webster J, Hamade P, Meek S, Chandramohan D, Sutherland CJ, Warhurst D, Roper C",2016,http://www.ncbi.nlm.nih.gov/pubmed/?term=27821281,Molecular determinants of sulfadoxine-pyrimethamine resistance in Plasmodium falciparum in Nigeria and the regional emergence of dhps 431V.,"Pregnant women, mixed excluded",27821281,dhps 581G,3,3,E
722,8,Gabon,Lastourville,-0.815042,12.7391,2014,2014,dhfr 108N,17,16,16,Jean Bernard Lekana-Douki,2018,https://www.ncbi.nlm.nih.gov/pubmed/30214253,Prevalence of Plasmodium falciparum antimalarial drug resistance genes in Southeastern Gabon from 2011 to 2014,Age was not specified,30214253,dhfr 108N,97,97,
722,8,Gabon,Lastourville,-0.815042,12.7391,2014,2014,dhfr 51I,17,16,16,Jean Bernard Lekana-Douki,2018,https://www.ncbi.nlm.nih.gov/pubmed/30214253,Prevalence of Plasmodium falciparum antimalarial drug resistance genes in Southeastern Gabon from 2011 to 2014,Age was not specified,30214253,dhfr 51I,97,97,
722,8,Gabon,Lastourville,-0.815042,12.7391,2014,2014,dhps 540E,7,0,0,Jean Bernard Lekana-Douki,2018,https://www.ncbi.nlm.nih.gov/pubmed/30214253,Prevalence of Plasmodium falciparum antimalarial drug resistance genes in Southeastern Gabon from 2011 to 2014,Age was not specified,30214253,dhps 540E,0,0,
722,8,Gabon,Lastourville,-0.815042,12.7391,2014,2014,dhps 437G,7,5,5,Jean Bernard Lekana-Douki,2018,https://www.ncbi.nlm.nih.gov/pubmed/30214253,Prevalence of Plasmodium falciparum antimalarial drug resistance genes in Southeastern Gabon from 2011 to 2014,Age was not specified,30214253,dhps 437G,86,86,
722,8,Gabon,Lastourville,-0.815042,12.7391,2014,2014,dhps 613S,7,0,0,Jean Bernard Lekana-Douki,2018,https://www.ncbi.nlm.nih.gov/pubmed/30214253,Prevalence of Plasmodium falciparum antimalarial drug resistance genes in Southeastern Gabon from 2011 to 2014,Age was not specified,30214253,dhps 613S,0,0,
722,8,Gabon,Lastourville,-0.815042,12.7391,2014,2014,dhfr 59R,17,16,16,Jean Bernard Lekana-Douki,2018,https://www.ncbi.nlm.nih.gov/pubmed/30214253,Prevalence of Plasmodium falciparum antimalarial drug resistance genes in Southeastern Gabon from 2011 to 2014,Age was not specified,30214253,dhfr 59R,97,97,
722,8,Gabon,Lastourville,-0.815042,12.7391,2014,2014,dhps 581G,7,0,0,Jean Bernard Lekana-Douki,2018,https://www.ncbi.nlm.nih.gov/pubmed/30214253,Prevalence of Plasmodium falciparum antimalarial drug resistance genes in Southeastern Gabon from 2011 to 2014,Age was not specified,30214253,dhps 581G,0,0,
751,1,Yemen,"Lahj, Governorate",13.05,44.8833,2002,2003,dhps 540E,119,0,0,Reem A Mubjer,2011,https://www.ncbi.nlm.nih.gov/pubmed/?term=21854642,"Molecular markers of anti-malarial drug resistance in Lahj Governorate, Yemen: baseline data and implications.",,21854642,dhps 540E,0,0,
751,1,Yemen,"Lahj, Governorate",13.05,44.8833,2002,2003,dhfr 59C/R,119,1,1,Reem A Mubjer,2011,https://www.ncbi.nlm.nih.gov/pubmed/?term=21854642,"Molecular markers of anti-malarial drug resistance in Lahj Governorate, Yemen: baseline data and implications.",,21854642,dhfr 59C/R,1,1,
751,1,Yemen,"Lahj, Governorate",13.05,44.8833,2002,2003,dhfr 59R,119,4,5,Reem A Mubjer,2011,https://www.ncbi.nlm.nih.gov/pubmed/?term=21854642,"Molecular markers of anti-malarial drug resistance in Lahj Governorate, Yemen: baseline data and implications.",,21854642,dhfr 59R,3,4,
779,1,South Africa,Mpumalanga,-29.8032,30.6367,2001,2001,dhfr+dhps 51I-59R-108N-437G-540E,93,13,13,"Raman J, Kagoro FM, Mabuza A, Malatje G, Reid A, Frean J, Barnes KI.",2019,https://pubmed.ncbi.nlm.nih.gov/31438951/,"Absence of kelch13 artemisinin resistance markers but strong selection for lumefantrine-tolerance molecular markers following 18 years of artemisinin-based combination therapy use in Mpumalanga Province, South Africa (2001-2018).",,31438951,dhfr+dhps 51I-59R-108N-437G-540E,96,96,
779,1,South Africa,Mpumalanga,-29.8032,30.6367,2001,2001,dhps 540E,93,15,19,"Raman J, Kagoro FM, Mabuza A, Malatje G, Reid A, Frean J, Barnes KI.",2019,https://pubmed.ncbi.nlm.nih.gov/31438951/,"Absence of kelch13 artemisinin resistance markers but strong selection for lumefantrine-tolerance molecular markers following 18 years of artemisinin-based combination therapy use in Mpumalanga Province, South Africa (2001-2018).",,31438951,dhps 540E,98,20,
779,1,South Africa,Mpumalanga,-29.8032,30.6367,2001,2001,dhps 437G,93,12,14,"Raman J, Kagoro FM, Mabuza A, Malatje G, Reid A, Frean J, Barnes KI.",2019,https://pubmed.ncbi.nlm.nih.gov/31438951/,"Absence of kelch13 artemisinin resistance markers but strong selection for lumefantrine-tolerance molecular markers following 18 years of artemisinin-based combination therapy use in Mpumalanga Province, South Africa (2001-2018).",,31438951,dhps 437G,98,15,
779,1,South Africa,Mpumalanga,-29.8032,30.6367,2001,2001,dhfr 164L,93,0,0,"Raman J, Kagoro FM, Mabuza A, Malatje G, Reid A, Frean J, Barnes KI.",2019,https://pubmed.ncbi.nlm.nih.gov/31438951/,"Absence of kelch13 artemisinin resistance markers but strong selection for lumefantrine-tolerance molecular markers following 18 years of artemisinin-based combination therapy use in Mpumalanga Province, South Africa (2001-2018).",,31438951,dhfr 164L,0,0,
779,1,South Africa,Mpumalanga,-29.8032,30.6367,2001,2001,dhps 581G,93,0,0,"Raman J, Kagoro FM, Mabuza A, Malatje G, Reid A, Frean J, Barnes KI.",2019,https://pubmed.ncbi.nlm.nih.gov/31438951/,"Absence of kelch13 artemisinin resistance markers but strong selection for lumefantrine-tolerance molecular markers following 18 years of artemisinin-based combination therapy use in Mpumalanga Province, South Africa (2001-2018).",,31438951,dhps 581G,0,0,
779,1,South Africa,Mpumalanga,-29.8032,30.6367,2001,2001,dhfr 51I-59R-108N,92,74,74,"Raman J, Kagoro FM, Mabuza A, Malatje G, Reid A, Frean J, Barnes KI.",2019,https://pubmed.ncbi.nlm.nih.gov/31438951/,"Absence of kelch13 artemisinin resistance markers but strong selection for lumefantrine-tolerance molecular markers following 18 years of artemisinin-based combination therapy use in Mpumalanga Province, South Africa (2001-2018).",,31438951,dhfr 51I-59R-108N,100,100,
779,1,South Africa,Mpumalanga,-29.8032,30.6367,2001,2001,dhps 437G-540E,93,13,13,"Raman J, Kagoro FM, Mabuza A, Malatje G, Reid A, Frean J, Barnes KI.",2019,https://pubmed.ncbi.nlm.nih.gov/31438951/,"Absence of kelch13 artemisinin resistance markers but strong selection for lumefantrine-tolerance molecular markers following 18 years of artemisinin-based combination therapy use in Mpumalanga Province, South Africa (2001-2018).",,31438951,dhps 437G-540E,97,97,
