country,year,SP,data type,Region,lat,long,displayName,layerName,layerTitle,value,study id,substudy number,site,study start year,study end year,mutation,tested,present,Mixed present,authors,publication year,publication Url,title,notes,pubMedId,marker group,percentage,Mixed percentage,included or excluded,PR,Prev_DR,SP_use
Nigeria,2008,0.050817916,DHS,West Africa,7.4,3.92,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.3460164964199066,553,2,Ibadan,2007,2008,dhps 437G,198,183,183,"Oguike MC, Falade CO, Shu E, Enato IG, Watila I, Baba ES, Bruce J, Webster J, Hamade P, Meek S, Chandramohan D, Sutherland CJ, Warhurst D, Roper C",2016,http://www.ncbi.nlm.nih.gov/pubmed/?term=27821281,Molecular determinants of sulfadoxine-pyrimethamine resistance in Plasmodium falciparum in Nigeria and the regional emergence of dhps 431V.,"mixed excluded for haplotypes, children",27821281,dhps 437G,100,100,E,34.60164964199066,92.42424242424242,5.0817916
Nigeria,2010,0.093141954,DHS,West Africa,6.47,7.53,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.1878620833158493,553,4,Enugu,2010,2010,dhps 437G,38,32,32,"Oguike MC, Falade CO, Shu E, Enato IG, Watila I, Baba ES, Bruce J, Webster J, Hamade P, Meek S, Chandramohan D, Sutherland CJ, Warhurst D, Roper C",2016,http://www.ncbi.nlm.nih.gov/pubmed/?term=27821281,Molecular determinants of sulfadoxine-pyrimethamine resistance in Plasmodium falciparum in Nigeria and the regional emergence of dhps 431V.,pregnant women,27821281,dhps 437G,84,84,I,18.78620833158493,84.21052631578947,9.3141954
Nigeria,2015,0.03905756299999999,DHS,West Africa,6.32,5.61,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.22898432612419128,553,4,Benin City,2014,2015,dhps 437G,95,92,92,"Oguike MC, Falade CO, Shu E, Enato IG, Watila I, Baba ES, Bruce J, Webster J, Hamade P, Meek S, Chandramohan D, Sutherland CJ, Warhurst D, Roper C",2016,http://www.ncbi.nlm.nih.gov/pubmed/?term=27821281,Molecular determinants of sulfadoxine-pyrimethamine resistance in Plasmodium falciparum in Nigeria and the regional emergence of dhps 431V.,NA,27821281,dhps 437G,97,97,I,22.89843261241913,96.84210526315788,3.9057563
Senegal,2008,0.004272229,DHS,West Africa,14.42,-16.97,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.03079763427376747,23617576,1,"Mbour, Bambey, Fatick",2008,2008,dhps 437G,37,25,25,Lo AC,2013,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3652725&tool=pmcentrez&rendertype=abstract,Prevalence of molecular markers of drug resistance in an area of seasonal malaria chemoprevention in children in Senegal.,Article also contains prevalence after season,23617576,dhps 437G,100,100,NA,3.079763427376747,67.56756756756756,0.4272229
Senegal,2014,0,DHS,West Africa,14.76,-17.37,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.02808528020977974,515,1,Dakar,2013,2014,dhps 437G,89,42,42,"Boussaroque A, Fall B, Madamet M, Wade KA, Fall M, Nakoulima A, Fall KB, Dionne P, Benoit N, Diatta B, Diemé Y, Wade B, Pradines B",2016,http://www.ncbi.nlm.nih.gov/pubmed/?term=27387549,"Prevalence of anti-malarial resistance genes in Dakar, Senegal from 2013 to 2014.",NA,27387549,dhps 437G,47,47,NA,2.808528020977974,47.19101123595505,0
Senegal,2014,0,DHS,West Africa,14.75,-17.4,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.03427685424685478,570,1,Pikine,2014,2014,dhps 437G,54,24,25,"Mbaye A, Gaye A, Dieye B, Ndiaye YD, Bei AK, Affara M, Deme AB, Yade MS, Diongue K, Ndiaye IM, Ndiaye T, Sy M, Sy N, Koita O, Krogstad DJ, Volkman S, Nwakanma D, Ndiaye D",2017,http://www.ncbi.nlm.nih.gov/pubmed/?term=28615016,"Ex vivo susceptibility and genotyping of Plasmodium falciparum isolates from Pikine, Senegal.",NA,28615016,dhps 437G,44,46,NA,3.427685424685478,44.44444444444444,0
Tanzania,2004,0.229231562,DHS,East Africa,-6.8,39.28,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.09699380397796631,528,1,NA,2004,2004,dhps 437G,499,186,186,"Pearce RJ, Ord R, Kaur H, Lupala C, Schellenberg J, Shirima K, Manzi F, Alonso P, Tanner M, Mshinda H, Roper C, Schellenberg D",2013,http://www.ncbi.nlm.nih.gov/pubmed/?term=23225897,A community-randomized evaluation of the effect of intermittent preventive treatment in infants on antimalarial drug resistance in southern Tanzania.,NA,23225897,dhps 437G,56,56,NA,9.69938039779663,37.27454909819639,22.9231562
Tanzania,2004,0.229231562,DHS,East Africa,-6.78,38.97,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.2375902533531189,481,1,"Mlandizi, Kibaha",2003,2004,dhps 437G,50,17,32,"Ndiaye YD, Diédhiou CK, Bei AK, Dieye B, Mbaye A, Mze NP, Daniels RF, Ndiaye IM, Déme AB, Gaye A, Sy M, Ndiaye T, Badiane AS, Ndiaye M, Premji Z, Wirth DF, Mboup S, Krogstad D, Volkman SK, Ahouidi AD, Ndiaye D",2017,http://www.ncbi.nlm.nih.gov/pubmed/?term=28420422,High resolution melting: a useful field-deployable method to measure dhfr and dhps drug resistance in both highly and lowly endemic Plasmodium populations.,NA,28420422,dhps 437G,34,64,NA,23.75902533531189,34,22.9231562
Tanzania,2007,0.045504944,DHS,East Africa,-6.8,39.28,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.09232383221387863,528,2,NA,2007,2007,dhps 437G,194,95,95,"Pearce RJ, Ord R, Kaur H, Lupala C, Schellenberg J, Shirima K, Manzi F, Alonso P, Tanner M, Mshinda H, Roper C, Schellenberg D",2013,http://www.ncbi.nlm.nih.gov/pubmed/?term=23225897,A community-randomized evaluation of the effect of intermittent preventive treatment in infants on antimalarial drug resistance in southern Tanzania.,NA,23225897,dhps 437G,56,56,NA,9.232383221387863,48.96907216494845,4.5504944
Tanzania,2011,0.019389947,DHS,East Africa,-2.41,32.95,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.11752130091190338,22369089,0,Igombe health centre,2010,2011,dhps 437G,96,71,71,"Erasmus Kamugisha, Sun Jing, Mercy Minde, Johaness Kataraihya, Gilbert Kongola, Fred Kironde,Göte Swedberg",2012,http://www.malariajournal.com/content/11/1/58,"Efficacy of artemether-lumefantrine in treatment of malaria among under-fives and prevalence of drug resistance markers in Igombe-Mwanza, north-western Tanzania.",Clinical AL data and post-treatment genotypes,22369089,dhps 437G,74,74,NA,11.752130091190338,73.95833333333334,1.9389947
Tanzania,2011,0.019389947,DHS,East Africa,-7.73,38.94,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.21790975332260132,462,1,Coastal Region (Kibiti-Rufiji),2010,2011,dhps 437G,96,72,72,"Matondo SI, Temba GS, Kavishe AA, Kauki JS, Kalinga A, van Zwetselaar M, Reyburn H, Kavishe RA",2014,http://www.ncbi.nlm.nih.gov/pubmed/?term=24751352,High levels of sulphadoxine-pyrimethamine resistance Pfdhfr-Pfdhps quintuple mutations: a cross sectional survey of six regions in Tanzania.,Mixed infections excluded,24751352,dhps 437G,75,75,E,21.790975332260132,75,1.9389947
Tanzania,2011,0.019389947,DHS,East Africa,-5.38,38.58,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.11994201689958572,462,1,Tanga (Bondo village),2010,2011,dhps 437G,116,116,116,"Matondo SI, Temba GS, Kavishe AA, Kauki JS, Kalinga A, van Zwetselaar M, Reyburn H, Kavishe RA",2014,http://www.ncbi.nlm.nih.gov/pubmed/?term=24751352,High levels of sulphadoxine-pyrimethamine resistance Pfdhfr-Pfdhps quintuple mutations: a cross sectional survey of six regions in Tanzania.,Mixed infections excluded,24751352,dhps 437G,100,100,E,11.994201689958572,100,1.9389947
Tanzania,2011,0.019389947,DHS,East Africa,-10.75,39.62,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.15081512928009033,462,2,Mtwara (Tandahimba and Mtwara-Urban),2010,2011,dhps 437G,64,36,36,"Matondo SI, Temba GS, Kavishe AA, Kauki JS, Kalinga A, van Zwetselaar M, Reyburn H, Kavishe RA",2014,http://www.ncbi.nlm.nih.gov/pubmed/?term=24751352,High levels of sulphadoxine-pyrimethamine resistance Pfdhfr-Pfdhps quintuple mutations: a cross sectional survey of six regions in Tanzania.,Mixed infections excluded,24751352,dhps 437G,56,56,E,15.081512928009031,56.25,1.9389947
Uganda,2009,0.037695303,DHS,East Africa,0.69,34.18,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.5604692697525024,24799371,4,Tororo,2009,2009,dhps 437G,93,91,92,Mbogo GW,2014,http://www.ncbi.nlm.nih.gov/pubmed/?term=24799371,Temporal changes in prevalence of molecular markers mediating antimalarial drug resistance in a high malaria transmission setting in Uganda.,Including pre-treatment genotypes + genotypes,24799371,dhps 437G,100,99,NA,56.04692697525024,97.8494623655914,3.7695303
Uganda,2011,0.017141932,DHS,East Africa,0.69,34.18,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.6074368953704834,24799371,6,Tororo,2011,2011,dhps 437G,110,105,106,Mbogo GW,2014,http://www.ncbi.nlm.nih.gov/pubmed/?term=24799371,Temporal changes in prevalence of molecular markers mediating antimalarial drug resistance in a high malaria transmission setting in Uganda.,Including pre-treatment genotypes + genotypes,24799371,dhps 437G,100,96,NA,60.74368953704834,95.45454545454544,1.7141932
Uganda,2014,0.009532823,DHS,East Africa,0.42,30.41,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.1483815759420395,575,3,Kihurura,2012,2014,dhps 437G,62,62,62,"Baraka V, Delgado-Ratto C, Nag S, Ishengoma DS, Madebe RA, Mavoko HM, Nabasumba C, Lutumba P, Alifrangis M, Van Geertruyden JP",2017,http://www.ncbi.nlm.nih.gov/pubmed/?term=28237831,Different origin and dispersal of sulfadoxine-resistant Plasmodium falciparum haplotypes between Eastern Africa and Democratic Republic of Congo.,"Kihurura not located, location estmated",28237831,dhps 437G,100,100,NA,14.838157594203947,100,0.9532823
